Text,Comments,Image,Folio
urn:cts:greekLit:tlg5026.msA.hmt:17.27,,"urn:cite:hmt:vaimg.VA224VN-0726@0.221,0.1674,0.65,0.0308",urn:cite:hmt:msA.224v
urn:cts:greekLit:tlg5026.msA.hmt:17.28,,"urn:cite:hmt:vaimg.VA224VN-0726@0.22,0.2449,0.216,0.0413",urn:cite:hmt:msA.224v
urn:cts:greekLit:tlg5026.msA.hmt:17.29,,"urn:cite:hmt:vaimg.VA224VN-0726@0.221,0.2462,0.217,0.0413",urn:cite:hmt:msA.224v
urn:cts:greekLit:tlg5026.msA.hmt:17.30,,"urn:cite:hmt:vaimg.VA224VN-0726@0.2357,0.5055,0.2023,0.0537",urn:cite:hmt:msA.224v
urn:cts:greekLit:tlg5026.msA.hmt:17.31,,"urn:cite:hmt:vaimg.VA224VN-0726@0.221,0.5541,0.233,0.0308",urn:cite:hmt:msA.224v
urn:cts:greekLit:tlg5026.msA.hmt:17.32,,"urn:cite:hmt:vaimg.VA224VN-0726@0.236,0.5676,0.223,0.0383",urn:cite:hmt:msA.224v
urn:cts:greekLit:tlg5026.msA.hmt:17.33,,"urn:cite:hmt:vaimg.VA224VN-0726@0.2239,0.5996,0.2263,0.0648",urn:cite:hmt:msA.224v
urn:cts:greekLit:tlg5026.msA.hmt:17.34,,"urn:cite:hmt:vaimg.VA224VN-0726@0.2409,0.6611,0.2112,0.0495",urn:cite:hmt:msA.224v
urn:cts:greekLit:tlg5026.msA.hmt:17.35,,"urn:cite:hmt:vaimg.VA224VN-0726@0.233,0.7062,0.577,0.0376",urn:cite:hmt:msA.224v
urn:cts:greekLit:tlg5026.msA.hmt:17.36,,"urn:cite:hmt:vaimg.VA225RN-0396@0.181,0.0864,0.625,0.0383",urn:cite:hmt:msA.225r
urn:cts:greekLit:tlg5026.msA.hmt:17.37,,"urn:cite:hmt:vaimg.VA225RN-0396@0.619,0.511,0.1976,0.0393",urn:cite:hmt:msA.225r
urn:cts:greekLit:tlg5026.msA.hmt:17.38,,"urn:cite:hmt:vaimg.VA225RN-0396@0.6236,0.5451,0.1849,0.1273",urn:cite:hmt:msA.225r
urn:cts:greekLit:tlg5026.msA.hmt:17.39,,"urn:cite:hmt:vaimg.VA225RN-0396@0.6202,0.6719,0.1747,0.0376",urn:cite:hmt:msA.225r
urn:cts:greekLit:tlg5026.msA.hmt:17.40,,"urn:cite:hmt:vaimg.VA225RN-0396@0.173,0.7021,0.6022,0.0277",urn:cite:hmt:msA.225r
urn:cts:greekLit:tlg5026.msA.hmt:17.41,,"urn:cite:hmt:vaimg.VA225RN-0396@0.184,0.7192,0.615,0.0571",urn:cite:hmt:msA.225r
urn:cts:greekLit:tlg5026.msA.hmt:17.42,,"urn:cite:hmt:vaimg.VA225RN-0396@0.184,0.762,0.615,0.0285",urn:cite:hmt:msA.225r
urn:cts:greekLit:tlg5026.msA.hmt:17.43,,"urn:cite:hmt:vaimg.VA225RN-0396@0.177,0.7785,0.6184,0.0379",urn:cite:hmt:msA.225r
urn:cts:greekLit:tlg5026.msA.hmt:17.44,,"urn:cite:hmt:vaimg.VA225VN-0727@0.227,0.1127,0.536,0.0203",urn:cite:hmt:msA.225v
urn:cts:greekLit:tlg5026.msA.hmt:17.45,,"urn:cite:hmt:vaimg.VA225VN-0727@0.227,0.1119,0.686,0.0316",urn:cite:hmt:msA.225v
urn:cts:greekLit:tlg5026.msA.hmt:17.46,,"urn:cite:hmt:vaimg.VA225VN-0727@0.227,0.127,0.705,0.0285",urn:cite:hmt:msA.225v
urn:cts:greekLit:tlg5026.msA.hmt:17.47,,"urn:cite:hmt:vaimg.VA225VN-0727@0.2442,0.1386,0.6618,0.0294",urn:cite:hmt:msA.225v
urn:cts:greekLit:tlg5026.msA.hmt:17.48,,"urn:cite:hmt:vaimg.VA225VN-0727@0.242,0.1497,0.6618,0.0294",urn:cite:hmt:msA.225v
urn:cts:greekLit:tlg5026.msA.hmt:17.49,,"urn:cite:hmt:vaimg.VA225VN-0727@0.2405,0.1608,0.6618,0.0283",urn:cite:hmt:msA.225v
urn:cts:greekLit:tlg5026.msA.hmt:17.50,,"urn:cite:hmt:vaimg.VA225VN-0727@0.2361,0.1841,0.6515,0.0267",urn:cite:hmt:msA.225v
urn:cts:greekLit:tlg5026.msA.hmt:17.51,,"urn:cite:hmt:vaimg.VA225VN-0727@0.2172,0.6035,0.1979,0.0533",urn:cite:hmt:msA.225v
urn:cts:greekLit:tlg5026.msA.hmt:17.52,,"urn:cite:hmt:vaimg.VA225VN-0727@0.2137,0.6514,0.236,0.1083",urn:cite:hmt:msA.225v
urn:cts:greekLit:tlg5026.msA.hmt:17.53,,"urn:cite:hmt:vaimg.VA226RN-0397@0.181,0.0894,0.624,0.0924",urn:cite:hmt:msA.226r
urn:cts:greekLit:tlg5026.msA.hmt:17.54,,"urn:cite:hmt:vaimg.VA226RN-0397@0.273,0.1698,0.541,0.0143",urn:cite:hmt:msA.226r
urn:cts:greekLit:tlg5026.msA.hmt:17.55,,"urn:cite:hmt:vaimg.VA226RN-0397@0.608,0.1833,0.197,0.2231",urn:cite:hmt:msA.226r
urn:cts:greekLit:tlg5026.msA.hmt:17.56,,"urn:cite:hmt:vaimg.VA226RN-0397@0.608,0.4065,0.214,0.0451",urn:cite:hmt:msA.226r
urn:cts:greekLit:tlg5026.msA.hmt:17.57,,"urn:cite:hmt:vaimg.VA226RN-0397@0.613,0.4485,0.19,0.0616",urn:cite:hmt:msA.226r
urn:cts:greekLit:tlg5026.msA.hmt:17.58,,"urn:cite:hmt:vaimg.VA226RN-0397@0.606,0.5094,0.186,0.0819",urn:cite:hmt:msA.226r
urn:cts:greekLit:tlg5026.msA.hmt:17.59,,"urn:cite:hmt:vaimg.VA226RN-0397@0.601,0.5875,0.207,0.0413",urn:cite:hmt:msA.226r
urn:cts:greekLit:tlg5026.msA.hmt:17.60,,"urn:cite:hmt:vaimg.VA226RN-0397@0.611,0.6243,0.185,0.0361",urn:cite:hmt:msA.226r
urn:cts:greekLit:tlg5026.msA.hmt:17.61,,"urn:cite:hmt:vaimg.VA226RN-0397@0.599,0.6604,0.216,0.0563",urn:cite:hmt:msA.226r
urn:cts:greekLit:tlg5026.msA.hmt:17.62,,"urn:cite:hmt:vaimg.VA226RN-0397@0.599,0.7122,0.217,0.0533",urn:cite:hmt:msA.226r
urn:cts:greekLit:tlg5026.msA.hmt:17.63,,"urn:cite:hmt:vaimg.VA226VN-0728@0.234,0.1037,0.509,0.0248",urn:cite:hmt:msA.226v
urn:cts:greekLit:tlg5026.msA.hmt:17.64,,"urn:cite:hmt:vaimg.VA226VN-0728@0.223,0.1059,0.665,0.0571",urn:cite:hmt:msA.226v
urn:cts:greekLit:tlg5026.msA.hmt:17.65,,"urn:cite:hmt:vaimg.VA226VN-0728@0.239,0.157,0.653,0.0376",urn:cite:hmt:msA.226v
urn:cts:greekLit:tlg5026.msA.hmt:17.66,,"urn:cite:hmt:vaimg.VA226VN-0728@0.233,0.1908,0.221,0.0473",urn:cite:hmt:msA.226v
urn:cts:greekLit:tlg5026.msA.hmt:17.67,,"urn:cite:hmt:vaimg.VA226VN-0728@0.225,0.438,0.221,0.0751",urn:cite:hmt:msA.226v
urn:cts:greekLit:tlg5026.msA.hmt:17.68,,"urn:cite:hmt:vaimg.VA226VN-0728@0.228,0.5094,0.219,0.1104",urn:cite:hmt:msA.226v
urn:cts:greekLit:tlg5026.msA.hmt:17.69,,"urn:cite:hmt:vaimg.VA226VN-0728@0.223,0.6138,0.222,0.0293",urn:cite:hmt:msA.226v
urn:cts:greekLit:tlg5026.msA.hmt:17.70,,"urn:cite:hmt:vaimg.VA226VN-0728@0.23,0.6389,0.206,0.0368",urn:cite:hmt:msA.226v
urn:cts:greekLit:tlg5026.msA.hmt:17.71,,"urn:cite:hmt:vaimg.VA226VN-0728@0.23,0.6607,0.206,0.0383",urn:cite:hmt:msA.226v
urn:cts:greekLit:tlg5026.msA.hmt:17.72,,"urn:cite:hmt:vaimg.VA226VN-0728@0.228,0.6972,0.288,0.0376",urn:cite:hmt:msA.226v
urn:cts:greekLit:tlg5026.msA.hmt:17.73,,"urn:cite:hmt:vaimg.VA226VN-0728@0.23,0.7153,0.672,0.0443",urn:cite:hmt:msA.226v
urn:cts:greekLit:tlg5026.msA.hmt:17.74,,"urn:cite:hmt:vaimg.VA227RN-0398@0.179,0.0826,0.625,0.0353",urn:cite:hmt:msA.227r
urn:cts:greekLit:tlg5026.msA.hmt:17.75,,"urn:cite:hmt:vaimg.VA227RN-0398@0.603,0.3959,0.211,0.0766",urn:cite:hmt:msA.227r
urn:cts:greekLit:tlg5026.msA.hmt:17.76,,"urn:cite:hmt:vaimg.VA227RN-0398@0.607,0.4711,0.23,0.0939",urn:cite:hmt:msA.227r
urn:cts:greekLit:tlg5026.msA.hmt:17.77,,"urn:cite:hmt:vaimg.VA227RN-0398@0.605,0.5623,0.218,0.0608",urn:cite:hmt:msA.227r
urn:cts:greekLit:tlg5026.msA.hmt:17.78,,"urn:cite:hmt:vaimg.VA227RN-0398@0.609,0.6206,0.187,0.0481",urn:cite:hmt:msA.227r
urn:cts:greekLit:tlg5026.msA.hmt:17.79,,"urn:cite:hmt:vaimg.VA227RN-0398@0.164,0.6582,0.631,0.0548",urn:cite:hmt:msA.227r
urn:cts:greekLit:tlg5026.msA.hmt:17.80,,"urn:cite:hmt:vaimg.VA227RN-0398@0.166,0.698,0.634,0.0391",urn:cite:hmt:msA.227r
urn:cts:greekLit:tlg5026.msA.hmt:17.81,,"urn:cite:hmt:vaimg.VA227RN-0398@0.17,0.7273,0.646,0.0233",urn:cite:hmt:msA.227r
urn:cts:greekLit:tlg5026.msA.hmt:17.82,,"urn:cite:hmt:vaimg.VA227VN-0729@0.239,0.1029,0.689,0.0331",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.83,,"urn:cite:hmt:vaimg.VA227VN-0729@0.231,0.124,0.692,0.0654",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.84,,"urn:cite:hmt:vaimg.VA227VN-0729@0.232,0.1781,0.707,0.0361",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.85,,"urn:cite:hmt:vaimg.VA227VN-0729@0.232,0.2104,0.225,0.0473",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.86,,"urn:cite:hmt:vaimg.VA227VN-0729@0.222,0.2562,0.239,0.0563",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.87,,"urn:cite:hmt:vaimg.VA227VN-0729@0.217,0.3148,0.233,0.0586",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.88,,"urn:cite:hmt:vaimg.VA227VN-0729@0.222,0.3696,0.228,0.0609",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.89,,"urn:cite:hmt:vaimg.VA227VN-0729@0.214,0.4267,0.237,0.0368",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.90,,"urn:cite:hmt:vaimg.VA227VN-0729@0.21,0.4606,0.238,0.0646",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.91,,"urn:cite:hmt:vaimg.VA227VN-0729@0.204,0.5207,0.253,0.0706",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.92,,"urn:cite:hmt:vaimg.VA227VN-0729@0.215,0.5883,0.251,0.0729",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.93,,"urn:cite:hmt:vaimg.VA227VN-0729@0.218,0.6566,0.237,0.0714",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.94,,"urn:cite:hmt:vaimg.VA227VN-0729@0.239,0.7168,0.684,0.0376",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.95,,"urn:cite:hmt:vaimg.VA227VN-0729@0.233,0.74,0.645,0.0293",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.96,,"urn:cite:hmt:vaimg.VA227VN-0729@0.237,0.7596,0.648,0.0285",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.97,,"urn:cite:hmt:vaimg.VA227VN-0729@0.241,0.7761,0.655,0.0263",urn:cite:hmt:msA.227v
urn:cts:greekLit:tlg5026.msA.hmt:17.98,,"urn:cite:hmt:vaimg.VA228RN-0399@0.175,0.0992,0.619,0.0331",urn:cite:hmt:msA.228r
urn:cts:greekLit:tlg5026.msA.hmt:17.99,,"urn:cite:hmt:vaimg.VA228RN-0399@0.185,0.1157,0.614,0.0413",urn:cite:hmt:msA.228r
urn:cts:greekLit:tlg5026.msA.hmt:17.100,,"urn:cite:hmt:vaimg.VA228RN-0399@0.189,0.1443,0.627,0.0293",urn:cite:hmt:msA.228r
urn:cts:greekLit:tlg5026.msA.hmt:17.101,,"urn:cite:hmt:vaimg.VA228RN-0399@0.647,0.3336,0.159,0.0556",urn:cite:hmt:msA.228r
urn:cts:greekLit:tlg5026.msA.hmt:17.102,,"urn:cite:hmt:vaimg.VA228RN-0399@0.611,0.3809,0.211,0.0646",urn:cite:hmt:msA.228r
urn:cts:greekLit:tlg5026.msA.hmt:17.103,,"urn:cite:hmt:vaimg.VA228RN-0399@0.607,0.435,0.2,0.0699",urn:cite:hmt:msA.228r
urn:cts:greekLit:tlg5026.msA.hmt:17.104,,"urn:cite:hmt:vaimg.VA228RN-0399@0.612,0.5049,0.195,0.0849",urn:cite:hmt:msA.228r
urn:cts:greekLit:tlg5026.msA.hmt:17.105,,"urn:cite:hmt:vaimg.VA228RN-0399@0.609,0.5845,0.202,0.0864",urn:cite:hmt:msA.228r
urn:cts:greekLit:tlg5026.msA.hmt:17.106,,"urn:cite:hmt:vaimg.VA228RN-0399@0.167,0.722,0.675,0.0473",urn:cite:hmt:msA.228r
urn:cts:greekLit:tlg5026.msA.hmt:17.107,,"urn:cite:hmt:vaimg.VA228RN-0399@0.18,0.7536,0.649,0.0338",urn:cite:hmt:msA.228r
urn:cts:greekLit:tlg5026.msA.hmt:17.108,,"urn:cite:hmt:vaimg.VA228VN-0730@0.225,0.121,0.704,0.0496",urn:cite:hmt:msA.228v
urn:cts:greekLit:tlg5026.msA.hmt:17.109,,"urn:cite:hmt:vaimg.VA228VN-0730@0.221,0.3982,0.228,0.0541",urn:cite:hmt:msA.228v
urn:cts:greekLit:tlg5026.msA.hmt:17.110,,"urn:cite:hmt:vaimg.VA228VN-0730@0.211,0.447,0.255,0.0466",urn:cite:hmt:msA.228v
urn:cts:greekLit:tlg5026.msA.hmt:17.111,,"urn:cite:hmt:vaimg.VA228VN-0730@0.209,0.4921,0.256,0.1337",urn:cite:hmt:msA.228v
urn:cts:greekLit:tlg5026.msA.hmt:17.112,,"urn:cite:hmt:vaimg.VA228VN-0730@0.212,0.6176,0.259,0.0616",urn:cite:hmt:msA.228v
urn:cts:greekLit:tlg5026.msA.hmt:17.113,,"urn:cite:hmt:vaimg.VA228VN-0730@0.227,0.6732,0.25,0.0631",urn:cite:hmt:msA.228v
urn:cts:greekLit:tlg5026.msA.hmt:17.114,,"urn:cite:hmt:vaimg.VA235RN-0406@0.63,0.287,0.209,0.0601",urn:cite:hmt:msA.235r
urn:cts:greekLit:tlg5026.msA.hmt:17.115,,"urn:cite:hmt:vaimg.VA235RN-0406@0.606,0.3426,0.223,0.0781",urn:cite:hmt:msA.235r
urn:cts:greekLit:tlg5026.msA.hmt:17.116,,"urn:cite:hmt:vaimg.VA235RN-0406@0.627,0.4177,0.194,0.0774",urn:cite:hmt:msA.235r
urn:cts:greekLit:tlg5026.msA.hmt:17.117,,"urn:cite:hmt:vaimg.VA235RN-0406@0.637,0.4899,0.178,0.0646",urn:cite:hmt:msA.235r
urn:cts:greekLit:tlg5026.msA.hmt:17.118,,"urn:cite:hmt:vaimg.VA235RN-0406@0.63,0.5477,0.208,0.0902",urn:cite:hmt:msA.235r
urn:cts:greekLit:tlg5026.msA.hmt:17.119,,"urn:cite:hmt:vaimg.VA235RN-0406@0.179,0.6334,0.686,0.1104",urn:cite:hmt:msA.235r
urn:cts:greekLit:tlg5026.msA.hmt:17.120,,"urn:cite:hmt:vaimg.VA235RN-0406@0.188,0.7385,0.617,0.021",urn:cite:hmt:msA.235r
urn:cts:greekLit:tlg5026.msA.hmt:17.121,,"urn:cite:hmt:vaimg.VA235VN-0737@0.238,0.118,0.694,0.0368",urn:cite:hmt:msA.235v
urn:cts:greekLit:tlg5026.msA.hmt:17.122,,"urn:cite:hmt:vaimg.VA235VN-0737@0.226,0.2134,0.682,0.5537",urn:cite:hmt:msA.235v
urn:cts:greekLit:tlg5026.msA.hmt:17.123,,"urn:cite:hmt:vaimg.VA235VN-0737@0.229,0.7513,0.682,0.0248",urn:cite:hmt:msA.235v
urn:cts:greekLit:tlg5026.msA.hmt:17.124,,"urn:cite:hmt:vaimg.VA235VN-0737@0.226,0.7716,0.7,0.0391",urn:cite:hmt:msA.235v
urn:cts:greekLit:tlg5026.msA.hmt:17.125,,"urn:cite:hmt:vaimg.VA235VN-0737@0.233,0.7956,0.711,0.0406",urn:cite:hmt:msA.235v
urn:cts:greekLit:tlg5026.msA.hmt:17.126,,"urn:cite:hmt:vaimg.VA235VN-0737@0.233,0.8168,0.705,0.0315",urn:cite:hmt:msA.235v
urn:cts:greekLit:tlg5026.msA.hmt:17.127,,"urn:cite:hmt:vaimg.VA235VN-0737@0.227,0.8273,0.702,0.033",urn:cite:hmt:msA.235v
urn:cts:greekLit:tlg5026.msA.hmt:17.128,,"urn:cite:hmt:vaimg.VA236RN-0407@0.592,0.3877,0.216,0.0526",urn:cite:hmt:msA.236r
urn:cts:greekLit:tlg5026.msA.hmt:17.129,,"urn:cite:hmt:vaimg.VA236RN-0407@0.579,0.435,0.232,0.0999",urn:cite:hmt:msA.236r
urn:cts:greekLit:tlg5026.msA.hmt:17.130,,"urn:cite:hmt:vaimg.VA236RN-0407@0.589,0.5327,0.226,0.0616",urn:cite:hmt:msA.236r
urn:cts:greekLit:tlg5026.msA.hmt:17.131,,"urn:cite:hmt:vaimg.VA236RN-0407@0.599,0.5913,0.215,0.0563",urn:cite:hmt:msA.236r
urn:cts:greekLit:tlg5026.msA.hmt:17.132,,"urn:cite:hmt:vaimg.VA236RN-0407@0.175,0.6446,0.633,0.0586",urn:cite:hmt:msA.236r
urn:cts:greekLit:tlg5026.msA.hmt:17.133,,"urn:cite:hmt:vaimg.VA236RN-0407@0.176,0.6822,0.626,0.0338",urn:cite:hmt:msA.236r
urn:cts:greekLit:tlg5026.msA.hmt:17.134,,"urn:cite:hmt:vaimg.VA236RN-0407@0.178,0.6987,0.631,0.0323",urn:cite:hmt:msA.236r
urn:cts:greekLit:tlg5026.msA.hmt:17.135,,"urn:cite:hmt:vaimg.VA236RN-0407@0.169,0.725,0.643,0.0225",urn:cite:hmt:msA.236r
urn:cts:greekLit:tlg5026.msA.hmt:17.136,,"urn:cite:hmt:vaimg.VA236VN-0738@0.223,0.275,0.234,0.0736",urn:cite:hmt:msA.236v
urn:cts:greekLit:tlg5026.msA.hmt:17.137,,"urn:cite:hmt:vaimg.VA236VN-0738@0.219,0.3426,0.238,0.0458",urn:cite:hmt:msA.236v
urn:cts:greekLit:tlg5026.msA.hmt:17.138,,"urn:cite:hmt:vaimg.VA236VN-0738@0.24,0.4666,0.214,0.0451",urn:cite:hmt:msA.236v
urn:cts:greekLit:tlg5026.msA.hmt:17.139,,"urn:cite:hmt:vaimg.VA236VN-0738@0.238,0.7055,0.673,0.0368",urn:cite:hmt:msA.236v
urn:cts:greekLit:tlg5026.msA.hmt:17.140,,"urn:cite:hmt:vaimg.VA237RN-0408@0.617,0.2164,0.18,0.0811",urn:cite:hmt:msA.237r
urn:cts:greekLit:tlg5026.msA.hmt:17.141,,"urn:cite:hmt:vaimg.VA237RN-0408@0.615,0.2802,0.199,0.1014",urn:cite:hmt:msA.237r
urn:cts:greekLit:tlg5026.msA.hmt:17.142,,"urn:cite:hmt:vaimg.VA237RN-0408@0.627,0.5462,0.17,0.0609",urn:cite:hmt:msA.237r
urn:cts:greekLit:tlg5026.msA.hmt:17.143,,"urn:cite:hmt:vaimg.VA237RN-0408@0.616,0.6018,0.191,0.0954",urn:cite:hmt:msA.237r
urn:cts:greekLit:tlg5026.msA.hmt:17.144,,"urn:cite:hmt:vaimg.VA237VN-0739@0.242,0.2329,0.217,0.0586",urn:cite:hmt:msA.237v
urn:cts:greekLit:tlg5026.msA.hmt:17.145,,"urn:cite:hmt:vaimg.VA237VN-0739@0.231,0.2855,0.231,0.0466",urn:cite:hmt:msA.237v
urn:cts:greekLit:tlg5026.msA.hmt:17.146,,"urn:cite:hmt:vaimg.VA237VN-0739@0.238,0.3298,0.227,0.0804",urn:cite:hmt:msA.237v
urn:cts:greekLit:tlg5026.msA.hmt:17.147,,"urn:cite:hmt:vaimg.VA237VN-0739@0.236,0.5131,0.238,0.0789",urn:cite:hmt:msA.237v
urn:cts:greekLit:tlg5026.msAil.hmt:17.35,,"urn:cite:hmt:vaimg.VA237VN_0739@0.879,0.229,0.053,0.018",urn:cite:hmt:msA.237v
urn:cts:greekLit:tlg5026.msAil.hmt:17.34,,"urn:cite:hmt:vaimg.VA237RN_0408@0.52,0.5158,0.054,0.0135",urn:cite:hmt:msA.237r
