Speech,Speaker,Passage
urn:cite:hmt:speech.261,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:8.447-8.456
urn:cite:hmt:speech.262,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:8.462-8.468
urn:cite:hmt:speech.263,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:8.470-8.483
urn:cite:hmt:speech.265,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:9.17-9.28
urn:cite:hmt:speech.266,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:9.32-9.49
urn:cite:hmt:speech.267,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:9.53-9.78
urn:cite:hmt:speech.268,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:9.96-9.113
urn:cite:hmt:speech.269,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:9.115-9.161
urn:cite:hmt:speech.270,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:9.163-9.172
urn:cite:hmt:speech.271,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:9.197-9.198
urn:cite:hmt:speech.272,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:9.202-9.204
urn:cite:hmt:speech.273,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:9.225-9.306
urn:cite:hmt:speech.274,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:9.308-9.429
urn:cite:hmt:speech.275,urn:cite:hmt:pers.pers563,urn:cts:greekLit:tlg0012.tlg001.msA:9.434-9.605
urn:cite:hmt:speech.276,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:9.607-9.619
urn:cite:hmt:speech.277,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:9.624-9.642
urn:cite:hmt:speech.278,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:9.644-9.655
urn:cite:hmt:speech.279,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:9.673-9.675
urn:cite:hmt:speech.280,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:9.677-9.692
urn:cite:hmt:speech.281,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:10.697-10.709
urn:cite:hmt:speech.2,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:10.37-10.41
urn:cite:hmt:speech.3,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:10.43-10.59
urn:cite:hmt:speech.4,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:10.61-10.63
urn:cite:hmt:speech.5,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:10.65-10.71
urn:cite:hmt:speech.65,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.82-10.85
urn:cite:hmt:speech.7,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:10.87-10.101
urn:cite:hmt:speech.8,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.103-10.118
urn:cite:hmt:speech.9,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:10.120-10.127
urn:cite:hmt:speech.10,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.129-10.130
urn:cite:hmt:speech.11,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.141-10.142
urn:cite:hmt:speech.12,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.144-10.147
urn:cite:hmt:speech.13,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.159-10.161
urn:cite:hmt:speech.14,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:10.164-10.167
urn:cite:hmt:speech.15,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.169-10.172
urn:cite:hmt:speech.16,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.192-10.193
urn:cite:hmt:speech.17,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.204-10.217
urn:cite:hmt:speech.18,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:10.220-10.226
urn:cite:hmt:speech.19,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:10.234-10.239
urn:cite:hmt:speech.20,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:10.242-10.247
urn:cite:hmt:speech.21,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.249-10.253
urn:cite:hmt:speech.22,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.278-10.282
urn:cite:hmt:speech.23,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:10.284-10.294
urn:cite:hmt:speech.24,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:10.303-10.312
urn:cite:hmt:speech.25,urn:cite:hmt:pers.pers555,urn:cts:greekLit:tlg0012.tlg001.msA:10.319-10.327
urn:cite:hmt:speech.26,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:10.329-10.331
urn:cite:hmt:speech.27,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.341-10.348
urn:cite:hmt:speech.28,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:10.370-10.348
urn:cite:hmt:speech.29,urn:cite:hmt:pers.pers555,urn:cts:greekLit:tlg0012.tlg001.msA:10.378-10.381
urn:cite:hmt:speech.30,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.383-10.389
urn:cite:hmt:speech.31,urn:cite:hmt:pers.pers555,urn:cts:greekLit:tlg0012.tlg001.msA:10.391-10.399
urn:cite:hmt:speech.32,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.401-10.411
urn:cite:hmt:speech.33,urn:cite:hmt:pers.pers555,urn:cts:greekLit:tlg0012.tlg001.msA:10.413-10.422
urn:cite:hmt:speech.34,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.424-10.425
urn:cite:hmt:speech.35,urn:cite:hmt:pers.pers555,urn:cts:greekLit:tlg0012.tlg001.msA:10.427-10.445
urn:cite:hmt:speech.36,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:10.447-10.453
urn:cite:hmt:speech.37,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.462-10.464
urn:cite:hmt:speech.38,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.477-10.481
urn:cite:hmt:speech.39,urn:cite:hmt:pers.pers67,urn:cts:greekLit:tlg0012.tlg001.msA:10.509-10.511
urn:cite:hmt:speech.40,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.533-10.539
urn:cite:hmt:speech.41,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.544-10.553
urn:cite:hmt:speech.42,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:11.555-11.563
urn:cite:hmt:speech.282,#Peisander #and #Hippolochus,urn:cts:greekLit:tlg0012.tlg001.msA:11.131-11.135
urn:cite:hmt:speech.283,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:11.138-11.142
urn:cite:hmt:speech.284,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:11.186-11.194
urn:cite:hmt:speech.285,urn:cite:hmt:pers.pers282,urn:cts:greekLit:tlg0012.tlg001.msA:11.200-11.209
urn:cite:hmt:speech.286,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:11.276-11.279
urn:cite:hmt:speech.287,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:11.286-11.290
urn:cite:hmt:speech.288,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:11.313-11.315
urn:cite:hmt:speech.289,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:11.317-11.319
urn:cite:hmt:speech.290,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:11.347-11.348
urn:cite:hmt:speech.291,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:11.362-11.367
urn:cite:hmt:speech.292,urn:cite:hmt:pers.pers129,urn:cts:greekLit:tlg0012.tlg001.msA:11.380-11.383
urn:cite:hmt:speech.293,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:11.385-11.395
urn:cite:hmt:speech.294,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:11.404-11.410
urn:cite:hmt:speech.295,urn:cite:hmt:pers.pers566,urn:cts:greekLit:tlg0012.tlg001.msA:11.430-11.433
urn:cite:hmt:speech.296,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:11.441-11.445
urn:cite:hmt:speech.297,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:11.450-11.455
urn:cite:hmt:speech.298,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:11.465-11.471
urn:cite:hmt:speech.299,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:11.511-11.515
urn:cite:hmt:speech.300,urn:cite:hmt:pers.pers552,urn:cts:greekLit:tlg0012.tlg001.msA:11.523-11.530
urn:cite:hmt:speech.301,urn:cite:hmt:pers.pers244,urn:cts:greekLit:tlg0012.tlg001.msA:11.587-11.591
urn:cite:hmt:speech.302,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:11.606-11.591
urn:cite:hmt:speech.303,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:11.608-11.615
urn:cite:hmt:speech.304,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:11.648-11.654
urn:cite:hmt:speech.305,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:11.656-11.803
urn:cite:hmt:speech.306,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:11.816-11.821
urn:cite:hmt:speech.307,urn:cite:hmt:pers.pers244,urn:cts:greekLit:tlg0012.tlg001.msA:11.823-11.836
urn:cite:hmt:speech.308,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:12.838-12.841
urn:cite:hmt:speech.309,urn:cite:hmt:pers.pers564,urn:cts:greekLit:tlg0012.tlg001.msA:12.61-12.79
urn:cite:hmt:speech.310,urn:cite:hmt:pers.pers371,urn:cts:greekLit:tlg0012.tlg001.msA:12.164-12.172
urn:cite:hmt:speech.311,urn:cite:hmt:pers.pers564,urn:cts:greekLit:tlg0012.tlg001.msA:12.211-12.229
urn:cite:hmt:speech.312,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:12.231-12.250
urn:cite:hmt:speech.313,urn:cite:hmt:pers.pers663,urn:cts:greekLit:tlg0012.tlg001.msA:12.269-12.276
urn:cite:hmt:speech.314,urn:cite:hmt:pers.pers195,urn:cts:greekLit:tlg0012.tlg001.msA:12.310-12.328
urn:cite:hmt:speech.315,urn:cite:hmt:pers.pers515,urn:cts:greekLit:tlg0012.tlg001.msA:12.343-12.350
urn:cite:hmt:speech.316,#Herald,urn:cts:greekLit:tlg0012.tlg001.msA:12.354-12.363
urn:cite:hmt:speech.317,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:12.366-12.369
urn:cite:hmt:speech.318,urn:cite:hmt:pers.pers195,urn:cts:greekLit:tlg0012.tlg001.msA:12.409-12.412
urn:cite:hmt:speech.319,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:13.440-13.441
urn:cite:hmt:speech.320,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:13.47-13.58
urn:cite:hmt:speech.321,urn:cite:hmt:pers.pers281,urn:cts:greekLit:tlg0012.tlg001.msA:13.68-13.75
urn:cite:hmt:speech.322,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:13.77-13.80
urn:cite:hmt:speech.323,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:13.95-13.124
urn:cite:hmt:speech.324,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:13.150-13.154
urn:cite:hmt:speech.325,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:13.219-13.220
urn:cite:hmt:speech.326,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.222-13.230
urn:cite:hmt:speech.327,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:13.232-13.238
urn:cite:hmt:speech.328,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.249-13.253
urn:cite:hmt:speech.329,urn:cite:hmt:pers.pers475,urn:cts:greekLit:tlg0012.tlg001.msA:13.255-13.258
urn:cite:hmt:speech.330,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.260-13.265
urn:cite:hmt:speech.331,urn:cite:hmt:pers.pers475,urn:cts:greekLit:tlg0012.tlg001.msA:13.267-13.273
urn:cite:hmt:speech.332,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.275-13.294
urn:cite:hmt:speech.333,urn:cite:hmt:pers.pers475,urn:cts:greekLit:tlg0012.tlg001.msA:13.307-13.310
urn:cite:hmt:speech.334,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.312-13.327
urn:cite:hmt:speech.335,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.374-13.382
urn:cite:hmt:speech.336,urn:cite:hmt:pers.pers553,urn:cts:greekLit:tlg0012.tlg001.msA:13.414-13.416
urn:cite:hmt:speech.337,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.446-13.454
urn:cite:hmt:speech.338,urn:cite:hmt:pers.pers553,urn:cts:greekLit:tlg0012.tlg001.msA:13.463-13.467
urn:cite:hmt:speech.339,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.481-13.486
urn:cite:hmt:speech.340,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:13.620-13.639
urn:cite:hmt:speech.341,urn:cite:hmt:pers.pers564,urn:cts:greekLit:tlg0012.tlg001.msA:13.726-13.747
urn:cite:hmt:speech.342,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:13.751-13.753
urn:cite:hmt:speech.343,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:13.769-13.773
urn:cite:hmt:speech.344,urn:cite:hmt:pers.pers129,urn:cts:greekLit:tlg0012.tlg001.msA:13.775-13.787
urn:cite:hmt:speech.345,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:13.810-13.820
urn:cite:hmt:speech.346,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:14.824-14.832
urn:cite:hmt:speech.347,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:14.3-14.8
urn:cite:hmt:speech.348,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:14.42-14.51
urn:cite:hmt:speech.349,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:14.53-14.63
urn:cite:hmt:speech.350,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:14.65-14.81
urn:cite:hmt:speech.351,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:14.83-14.102
urn:cite:hmt:speech.352,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:14.104-14.108
urn:cite:hmt:speech.353,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:14.110-14.132
urn:cite:hmt:speech.354,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:14.139-14.146
urn:cite:hmt:speech.355,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:14.190-14.192
urn:cite:hmt:speech.356,urn:cite:hmt:pers.pers194,urn:cts:greekLit:tlg0012.tlg001.msA:14.194-14.196
urn:cite:hmt:speech.357,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:14.198-14.210
urn:cite:hmt:speech.358,urn:cite:hmt:pers.pers194,urn:cts:greekLit:tlg0012.tlg001.msA:14.212-14.213
urn:cite:hmt:speech.359,urn:cite:hmt:pers.pers194,urn:cts:greekLit:tlg0012.tlg001.msA:14.219-14.221
urn:cite:hmt:speech.360,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:14.233-14.241
urn:cite:hmt:speech.361,Sleep,urn:cts:greekLit:tlg0012.tlg001.msA:14.243-14.262
urn:cite:hmt:speech.362,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:14.264-14.268
urn:cite:hmt:speech.363,Sleep,urn:cts:greekLit:tlg0012.tlg001.msA:14.271-14.276
urn:cite:hmt:speech.364,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:14.298-14.299
urn:cite:hmt:speech.365,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:14.301-14.311
urn:cite:hmt:speech.366,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:14.313-14.328
urn:cite:hmt:speech.367,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:14.330-14.340
urn:cite:hmt:speech.368,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:14.342-14.345
urn:cite:hmt:speech.369,Sleep,urn:cts:greekLit:tlg0012.tlg001.msA:14.357-14.360
urn:cite:hmt:speech.370,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:14.364-14.377
urn:cite:hmt:speech.371,urn:cite:hmt:pers.pers564,urn:cts:greekLit:tlg0012.tlg001.msA:14.454-14.457
urn:cite:hmt:speech.372,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:14.470-14.474
urn:cite:hmt:speech.373,urn:cite:hmt:pers.pers453,urn:cts:greekLit:tlg0012.tlg001.msA:14.479-14.485
urn:cite:hmt:speech.374,urn:cite:hmt:pers.pers565,urn:cts:greekLit:tlg0012.tlg001.msA:15.501-15.505
urn:cite:hmt:speech.375,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:15.13-15.33
urn:cite:hmt:speech.376,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:15.36-15.46
urn:cite:hmt:speech.377,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:15.49-15.77
urn:cite:hmt:speech.378,urn:cite:hmt:pers.pers657,urn:cts:greekLit:tlg0012.tlg001.msA:15.90-15.91
urn:cite:hmt:speech.379,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:15.93-15.99
urn:cite:hmt:speech.380,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:15.104-15.112
urn:cite:hmt:speech.381,urn:cite:hmt:pers.pers83,urn:cts:greekLit:tlg0012.tlg001.msA:15.115-15.118
urn:cite:hmt:speech.382,urn:cite:hmt:pers.pers67,urn:cts:greekLit:tlg0012.tlg001.msA:15.128-15.141
urn:cite:hmt:speech.383,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:15.146-15.148
urn:cite:hmt:speech.384,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:15.158-15.167
urn:cite:hmt:speech.385,urn:cite:hmt:pers.pers282,urn:cts:greekLit:tlg0012.tlg001.msA:15.174-15.183
urn:cite:hmt:speech.386,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:15.185-15.199
urn:cite:hmt:speech.387,urn:cite:hmt:pers.pers282,urn:cts:greekLit:tlg0012.tlg001.msA:15.201-15.204
urn:cite:hmt:speech.388,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:15.206-15.217
urn:cite:hmt:speech.389,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:15.221-15.235
urn:cite:hmt:speech.390,urn:cite:hmt:pers.pers40,urn:cts:greekLit:tlg0012.tlg001.msA:15.244-15.245
urn:cite:hmt:speech.391,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:15.247-15.252
urn:cite:hmt:speech.392,urn:cite:hmt:pers.pers40,urn:cts:greekLit:tlg0012.tlg001.msA:15.254-15.261
urn:cite:hmt:speech.393,urn:cite:hmt:pers.pers222,urn:cts:greekLit:tlg0012.tlg001.msA:15.286-15.299
urn:cite:hmt:speech.394,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:15.347-15.351
urn:cite:hmt:speech.395,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:15.372-15.376
urn:cite:hmt:speech.396,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:15.399-15.404
urn:cite:hmt:speech.397,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:15.425-15.428
urn:cite:hmt:speech.398,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:15.437-15.441
urn:cite:hmt:speech.399,urn:cite:hmt:pers.pers243,urn:cts:greekLit:tlg0012.tlg001.msA:15.467-15.470
urn:cite:hmt:speech.400,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:15.472-15.477
urn:cite:hmt:speech.401,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:15.486-15.499
urn:cite:hmt:speech.402,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:15.502-15.513
urn:cite:hmt:speech.403,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:15.553-15.558
urn:cite:hmt:speech.404,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:15.561-15.564
urn:cite:hmt:speech.405,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:15.569-15.571
urn:cite:hmt:speech.406,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:15.661-15.666
urn:cite:hmt:speech.407,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:15.718-15.725
urn:cite:hmt:speech.409,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:16.7-16.19
urn:cite:hmt:speech.410,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:16.21-16.45
urn:cite:hmt:speech.411,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:16.49-16.100
urn:cite:hmt:speech.412,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:16.126-16.129
urn:cite:hmt:speech.413,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:16.200-16.209
urn:cite:hmt:speech.414,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:16.233-16.248
urn:cite:hmt:speech.415,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:16.269-16.274
urn:cite:hmt:speech.416,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:16.422-16.425
urn:cite:hmt:speech.417,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:16.433-16.438
urn:cite:hmt:speech.418,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:16.440-16.457
urn:cite:hmt:speech.419,urn:cite:hmt:pers.pers195,urn:cts:greekLit:tlg0012.tlg001.msA:16.492-16.501
urn:cite:hmt:speech.420,urn:cite:hmt:pers.pers463,urn:cts:greekLit:tlg0012.tlg001.msA:16.514-16.526
urn:cite:hmt:speech.421,urn:cite:hmt:pers.pers463,urn:cts:greekLit:tlg0012.tlg001.msA:16.538-16.547
urn:cite:hmt:speech.422,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:16.556-16.561
urn:cite:hmt:speech.423,urn:cite:hmt:pers.pers142,urn:cts:greekLit:tlg0012.tlg001.msA:16.617-16.618
urn:cite:hmt:speech.424,urn:cite:hmt:pers.pers475,urn:cts:greekLit:tlg0012.tlg001.msA:16.620-16.625
urn:cite:hmt:speech.425,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:16.627-16.631
urn:cite:hmt:speech.426,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:16.667-16.675
urn:cite:hmt:speech.427,urn:cite:hmt:pers.pers40,urn:cts:greekLit:tlg0012.tlg001.msA:16.707-16.709
urn:cite:hmt:speech.428,urn:cite:hmt:pers.pers40,urn:cts:greekLit:tlg0012.tlg001.msA:16.721-16.725
urn:cite:hmt:speech.429,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:16.745-16.750
urn:cite:hmt:speech.430,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:16.830-16.854
urn:cite:hmt:speech.431,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:17.859-17.861
urn:cite:hmt:speech.432,urn:cite:hmt:pers.pers464,urn:cts:greekLit:tlg0012.tlg001.msA:17.12-17.17
urn:cite:hmt:speech.433,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:17.19-17.32
urn:cite:hmt:speech.434,urn:cite:hmt:pers.pers464,urn:cts:greekLit:tlg0012.tlg001.msA:17.34-17.42
urn:cite:hmt:speech.435,urn:cite:hmt:pers.pers658,urn:cts:greekLit:tlg0012.tlg001.msA:17.75-17.81
urn:cite:hmt:speech.436,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:17.91-17.105
