Speech,Speaker,Passage
urn:cite:hmt:speech.251.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:8.201-8.207
urn:cite:hmt:speech.252.v1,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:8.209-8.211
urn:cite:hmt:speech.253.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:8.228-8.244
urn:cite:hmt:speech.254.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:8.281-8.291
urn:cite:hmt:speech.255.v1,urn:cite:hmt:pers.pers243,urn:cts:greekLit:tlg0012.tlg001.msA:8.293-8.299
urn:cite:hmt:speech.256.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:8.352-8.356
urn:cite:hmt:speech.257.v1,urn:cite:hmt:pers.pers67,urn:cts:greekLit:tlg0012.tlg001.msA:8.358-8.380
urn:cite:hmt:speech.258.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:8.399-8.408
urn:cite:hmt:speech.259.v1,urn:cite:hmt:pers.pers282,urn:cts:greekLit:tlg0012.tlg001.msA:8.413-8.424
urn:cite:hmt:speech.260.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:8.427-8.431
urn:cite:hmt:speech.261.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:8.447-8.456
urn:cite:hmt:speech.262.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:8.462-8.468
urn:cite:hmt:speech.263.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:8.470-8.483
urn:cite:hmt:speech.265.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:9.17-9.28
urn:cite:hmt:speech.266.v1,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:9.32-9.49
urn:cite:hmt:speech.267.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:9.53-9.78
urn:cite:hmt:speech.268.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:9.96-9.113
urn:cite:hmt:speech.269.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:9.115-9.161
urn:cite:hmt:speech.270.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:9.163-9.172
urn:cite:hmt:speech.271.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:9.197-9.198
urn:cite:hmt:speech.272.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:9.202-9.204
urn:cite:hmt:speech.273.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:9.225-9.306
urn:cite:hmt:speech.274.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:9.308-9.429
urn:cite:hmt:speech.275.v1,urn:cite:hmt:pers.pers563,urn:cts:greekLit:tlg0012.tlg001.msA:9.434-9.605
urn:cite:hmt:speech.276.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:9.607-9.619
urn:cite:hmt:speech.277.v1,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:9.624-9.642
urn:cite:hmt:speech.278.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:9.644-9.655
urn:cite:hmt:speech.279.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:9.673-9.675
urn:cite:hmt:speech.280.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:9.677-9.692
urn:cite:hmt:speech.281.v1,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:10.697-10.709
urn:cite:hmt:speech.2.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:10.37-10.41
urn:cite:hmt:speech.3.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:10.43-10.59
urn:cite:hmt:speech.4.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:10.61-10.63
urn:cite:hmt:speech.5.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:10.65-10.71
urn:cite:hmt:speech.65.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.82-10.85
urn:cite:hmt:speech.7.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:10.87-10.101
urn:cite:hmt:speech.8.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.103-10.118
urn:cite:hmt:speech.9.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:10.120-10.127
urn:cite:hmt:speech.10.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.129-10.130
urn:cite:hmt:speech.11.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.141-10.142
urn:cite:hmt:speech.12.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.144-10.147
urn:cite:hmt:speech.13.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.159-10.161
urn:cite:hmt:speech.14.v1,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:10.164-10.167
urn:cite:hmt:speech.15.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.169-10.172
urn:cite:hmt:speech.16.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.192-10.193
urn:cite:hmt:speech.17.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.204-10.217
urn:cite:hmt:speech.18.v1,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:10.220-10.226
urn:cite:hmt:speech.19.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:10.234-10.239
urn:cite:hmt:speech.20.v1,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:10.242-10.247
urn:cite:hmt:speech.21.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.249-10.253
urn:cite:hmt:speech.22.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.278-10.282
urn:cite:hmt:speech.23.v1,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:10.284-10.294
urn:cite:hmt:speech.24.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:10.303-10.312
urn:cite:hmt:speech.25.v1,urn:cite:hmt:pers.pers555,urn:cts:greekLit:tlg0012.tlg001.msA:10.319-10.327
urn:cite:hmt:speech.26.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:10.329-10.331
urn:cite:hmt:speech.27.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.341-10.348
urn:cite:hmt:speech.28.v1,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:10.370-10.348
urn:cite:hmt:speech.29.v1,urn:cite:hmt:pers.pers555,urn:cts:greekLit:tlg0012.tlg001.msA:10.378-10.381
urn:cite:hmt:speech.30.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.383-10.389
urn:cite:hmt:speech.31.v1,urn:cite:hmt:pers.pers555,urn:cts:greekLit:tlg0012.tlg001.msA:10.391-10.399
urn:cite:hmt:speech.32.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.401-10.411
urn:cite:hmt:speech.33.v1,urn:cite:hmt:pers.pers555,urn:cts:greekLit:tlg0012.tlg001.msA:10.413-10.422
urn:cite:hmt:speech.34.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.424-10.425
urn:cite:hmt:speech.35.v1,urn:cite:hmt:pers.pers555,urn:cts:greekLit:tlg0012.tlg001.msA:10.427-10.445
urn:cite:hmt:speech.36.v1,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:10.447-10.453
urn:cite:hmt:speech.37.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.462-10.464
urn:cite:hmt:speech.38.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:10.477-10.481
urn:cite:hmt:speech.39.v1,urn:cite:hmt:pers.pers67,urn:cts:greekLit:tlg0012.tlg001.msA:10.509-10.511
urn:cite:hmt:speech.40.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.533-10.539
urn:cite:hmt:speech.41.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:10.544-10.553
urn:cite:hmt:speech.42.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:11.555-11.563
urn:cite:hmt:speech.282,#Peisander #and #Hippolochus.v1,urn:cts:greekLit:tlg0012.tlg001.msA:11.131-11.135
urn:cite:hmt:speech.283.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:11.138-11.142
urn:cite:hmt:speech.284.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:11.186-11.194
urn:cite:hmt:speech.285.v1,urn:cite:hmt:pers.pers282,urn:cts:greekLit:tlg0012.tlg001.msA:11.200-11.209
urn:cite:hmt:speech.286.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:11.276-11.279
urn:cite:hmt:speech.287.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:11.286-11.290
urn:cite:hmt:speech.288.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:11.313-11.315
urn:cite:hmt:speech.289.v1,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:11.317-11.319
urn:cite:hmt:speech.290.v1,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:11.347-11.348
urn:cite:hmt:speech.291.v1,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:11.362-11.367
urn:cite:hmt:speech.292.v1,urn:cite:hmt:pers.pers129,urn:cts:greekLit:tlg0012.tlg001.msA:11.380-11.383
urn:cite:hmt:speech.293.v1,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:11.385-11.395
urn:cite:hmt:speech.294.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:11.404-11.410
urn:cite:hmt:speech.295.v1,urn:cite:hmt:pers.pers566,urn:cts:greekLit:tlg0012.tlg001.msA:11.430-11.433
urn:cite:hmt:speech.296.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:11.441-11.445
urn:cite:hmt:speech.297.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:11.450-11.455
urn:cite:hmt:speech.298.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:11.465-11.471
urn:cite:hmt:speech.299.v1,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:11.511-11.515
urn:cite:hmt:speech.300.v1,urn:cite:hmt:pers.pers552,urn:cts:greekLit:tlg0012.tlg001.msA:11.523-11.530
urn:cite:hmt:speech.301.v1,urn:cite:hmt:pers.pers244,urn:cts:greekLit:tlg0012.tlg001.msA:11.587-11.591
urn:cite:hmt:speech.302.v1,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:11.606-11.591
urn:cite:hmt:speech.303.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:11.608-11.615
urn:cite:hmt:speech.304.v1,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:11.648-11.654
urn:cite:hmt:speech.305.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:11.656-11.803
urn:cite:hmt:speech.306.v1,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:11.816-11.821
urn:cite:hmt:speech.307.v1,urn:cite:hmt:pers.pers244,urn:cts:greekLit:tlg0012.tlg001.msA:11.823-11.836
urn:cite:hmt:speech.308.v1,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:12.838-12.841
urn:cite:hmt:speech.309.v1,urn:cite:hmt:pers.pers564,urn:cts:greekLit:tlg0012.tlg001.msA:12.61-12.79
urn:cite:hmt:speech.310.v1,urn:cite:hmt:pers.pers371,urn:cts:greekLit:tlg0012.tlg001.msA:12.164-12.172
urn:cite:hmt:speech.311.v1,urn:cite:hmt:pers.pers564,urn:cts:greekLit:tlg0012.tlg001.msA:12.211-12.229
urn:cite:hmt:speech.312.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:12.231-12.250
urn:cite:hmt:speech.313.v1,urn:cite:hmt:pers.pers663,urn:cts:greekLit:tlg0012.tlg001.msA:12.269-12.276
urn:cite:hmt:speech.314.v1,urn:cite:hmt:pers.pers195,urn:cts:greekLit:tlg0012.tlg001.msA:12.310-12.328
urn:cite:hmt:speech.315.v1,urn:cite:hmt:pers.pers515,urn:cts:greekLit:tlg0012.tlg001.msA:12.343-12.350
urn:cite:hmt:speech.316,#Herald.v1,urn:cts:greekLit:tlg0012.tlg001.msA:12.354-12.363
urn:cite:hmt:speech.317.v1,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:12.366-12.369
urn:cite:hmt:speech.318.v1,urn:cite:hmt:pers.pers195,urn:cts:greekLit:tlg0012.tlg001.msA:12.409-12.412
urn:cite:hmt:speech.319.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:13.440-13.441
urn:cite:hmt:speech.320.v1,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:13.47-13.58
urn:cite:hmt:speech.321.v1,urn:cite:hmt:pers.pers281,urn:cts:greekLit:tlg0012.tlg001.msA:13.68-13.75
urn:cite:hmt:speech.322.v1,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:13.77-13.80
urn:cite:hmt:speech.323.v1,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:13.95-13.124
urn:cite:hmt:speech.324.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:13.150-13.154
urn:cite:hmt:speech.325.v1,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:13.219-13.220
urn:cite:hmt:speech.326.v1,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.222-13.230
urn:cite:hmt:speech.327.v1,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:13.232-13.238
urn:cite:hmt:speech.328.v1,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.249-13.253
urn:cite:hmt:speech.329.v1,urn:cite:hmt:pers.pers475,urn:cts:greekLit:tlg0012.tlg001.msA:13.255-13.258
urn:cite:hmt:speech.330.v1,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.260-13.265
urn:cite:hmt:speech.331.v1,urn:cite:hmt:pers.pers475,urn:cts:greekLit:tlg0012.tlg001.msA:13.267-13.273
urn:cite:hmt:speech.332.v1,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.275-13.294
urn:cite:hmt:speech.333.v1,urn:cite:hmt:pers.pers475,urn:cts:greekLit:tlg0012.tlg001.msA:13.307-13.310
urn:cite:hmt:speech.334.v1,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.312-13.327
urn:cite:hmt:speech.335.v1,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.374-13.382
urn:cite:hmt:speech.336.v1,urn:cite:hmt:pers.pers553,urn:cts:greekLit:tlg0012.tlg001.msA:13.414-13.416
urn:cite:hmt:speech.337.v1,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.446-13.454
urn:cite:hmt:speech.338.v1,urn:cite:hmt:pers.pers553,urn:cts:greekLit:tlg0012.tlg001.msA:13.463-13.467
urn:cite:hmt:speech.339.v1,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:13.481-13.486
urn:cite:hmt:speech.340.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:13.620-13.639
urn:cite:hmt:speech.341.v1,urn:cite:hmt:pers.pers564,urn:cts:greekLit:tlg0012.tlg001.msA:13.726-13.747
urn:cite:hmt:speech.342.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:13.751-13.753
urn:cite:hmt:speech.343.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:13.769-13.773
urn:cite:hmt:speech.344.v1,urn:cite:hmt:pers.pers129,urn:cts:greekLit:tlg0012.tlg001.msA:13.775-13.787
urn:cite:hmt:speech.345.v1,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:13.810-13.820
urn:cite:hmt:speech.346.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:14.824-14.832
urn:cite:hmt:speech.347.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:14.3-14.8
urn:cite:hmt:speech.348.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:14.42-14.51
urn:cite:hmt:speech.349.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:14.53-14.63
urn:cite:hmt:speech.350.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:14.65-14.81
urn:cite:hmt:speech.351.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:14.83-14.102
urn:cite:hmt:speech.352.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:14.104-14.108
urn:cite:hmt:speech.353.v1,urn:cite:hmt:pers.pers215,urn:cts:greekLit:tlg0012.tlg001.msA:14.110-14.132
urn:cite:hmt:speech.354.v1,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:14.139-14.146
urn:cite:hmt:speech.355.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:14.190-14.192
urn:cite:hmt:speech.356.v1,urn:cite:hmt:pers.pers194,urn:cts:greekLit:tlg0012.tlg001.msA:14.194-14.196
urn:cite:hmt:speech.357.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:14.198-14.210
urn:cite:hmt:speech.358.v1,urn:cite:hmt:pers.pers194,urn:cts:greekLit:tlg0012.tlg001.msA:14.212-14.213
urn:cite:hmt:speech.359.v1,urn:cite:hmt:pers.pers194,urn:cts:greekLit:tlg0012.tlg001.msA:14.219-14.221
urn:cite:hmt:speech.360.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:14.233-14.241
urn:cite:hmt:speech.361,Sleep.v1,urn:cts:greekLit:tlg0012.tlg001.msA:14.243-14.262
urn:cite:hmt:speech.362.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:14.264-14.268
urn:cite:hmt:speech.363,Sleep.v1,urn:cts:greekLit:tlg0012.tlg001.msA:14.271-14.276
urn:cite:hmt:speech.364.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:14.298-14.299
urn:cite:hmt:speech.365.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:14.301-14.311
urn:cite:hmt:speech.366.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:14.313-14.328
urn:cite:hmt:speech.367.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:14.330-14.340
urn:cite:hmt:speech.368.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:14.342-14.345
urn:cite:hmt:speech.369,Sleep.v1,urn:cts:greekLit:tlg0012.tlg001.msA:14.357-14.360
urn:cite:hmt:speech.370.v1,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:14.364-14.377
urn:cite:hmt:speech.371.v1,urn:cite:hmt:pers.pers564,urn:cts:greekLit:tlg0012.tlg001.msA:14.454-14.457
urn:cite:hmt:speech.372.v1,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:14.470-14.474
urn:cite:hmt:speech.373.v1,urn:cite:hmt:pers.pers453,urn:cts:greekLit:tlg0012.tlg001.msA:14.479-14.485
urn:cite:hmt:speech.374.v1,urn:cite:hmt:pers.pers565,urn:cts:greekLit:tlg0012.tlg001.msA:15.501-15.505
urn:cite:hmt:speech.375.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:15.13-15.33
urn:cite:hmt:speech.376.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:15.36-15.46
urn:cite:hmt:speech.377.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:15.49-15.77
urn:cite:hmt:speech.378.v1,urn:cite:hmt:pers.pers657,urn:cts:greekLit:tlg0012.tlg001.msA:15.90-15.91
urn:cite:hmt:speech.379.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:15.93-15.99
urn:cite:hmt:speech.380.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:15.104-15.112
urn:cite:hmt:speech.381.v1,urn:cite:hmt:pers.pers83,urn:cts:greekLit:tlg0012.tlg001.msA:15.115-15.118
urn:cite:hmt:speech.382.v1,urn:cite:hmt:pers.pers67,urn:cts:greekLit:tlg0012.tlg001.msA:15.128-15.141
urn:cite:hmt:speech.383.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:15.146-15.148
urn:cite:hmt:speech.384.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:15.158-15.167
urn:cite:hmt:speech.385.v1,urn:cite:hmt:pers.pers282,urn:cts:greekLit:tlg0012.tlg001.msA:15.174-15.183
urn:cite:hmt:speech.386.v1,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:15.185-15.199
urn:cite:hmt:speech.387.v1,urn:cite:hmt:pers.pers282,urn:cts:greekLit:tlg0012.tlg001.msA:15.201-15.204
urn:cite:hmt:speech.388.v1,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:15.206-15.217
urn:cite:hmt:speech.389.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:15.221-15.235
urn:cite:hmt:speech.390.v1,urn:cite:hmt:pers.pers40,urn:cts:greekLit:tlg0012.tlg001.msA:15.244-15.245
urn:cite:hmt:speech.391.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:15.247-15.252
urn:cite:hmt:speech.392.v1,urn:cite:hmt:pers.pers40,urn:cts:greekLit:tlg0012.tlg001.msA:15.254-15.261
urn:cite:hmt:speech.393.v1,urn:cite:hmt:pers.pers222,urn:cts:greekLit:tlg0012.tlg001.msA:15.286-15.299
urn:cite:hmt:speech.394.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:15.347-15.351
urn:cite:hmt:speech.395.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:15.372-15.376
urn:cite:hmt:speech.396.v1,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:15.399-15.404
urn:cite:hmt:speech.397.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:15.425-15.428
urn:cite:hmt:speech.398.v1,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:15.437-15.441
urn:cite:hmt:speech.399.v1,urn:cite:hmt:pers.pers243,urn:cts:greekLit:tlg0012.tlg001.msA:15.467-15.470
urn:cite:hmt:speech.400.v1,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:15.472-15.477
urn:cite:hmt:speech.401.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:15.486-15.499
urn:cite:hmt:speech.402.v1,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:15.502-15.513
urn:cite:hmt:speech.403.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:15.553-15.558
urn:cite:hmt:speech.404.v1,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:15.561-15.564
urn:cite:hmt:speech.405.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:15.569-15.571
urn:cite:hmt:speech.406.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:15.661-15.666
urn:cite:hmt:speech.407.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:15.718-15.725
urn:cite:hmt:speech.409.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:16.7-16.19
urn:cite:hmt:speech.410.v1,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:16.21-16.45
urn:cite:hmt:speech.411.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:16.49-16.100
urn:cite:hmt:speech.412.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:16.126-16.129
urn:cite:hmt:speech.413.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:16.200-16.209
urn:cite:hmt:speech.414.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:16.233-16.248
urn:cite:hmt:speech.415.v1,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:16.269-16.274
urn:cite:hmt:speech.416.v1,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:16.422-16.425
urn:cite:hmt:speech.417.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:16.433-16.438
