Image.v1,Label,Rights
urn:cite:hmt:e3img.E3_001r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 1 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_001v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 1 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_002r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 2 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_002v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 2 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_003r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 3 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_003v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 3 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_004r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 4 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_004v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 4 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_005r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 5 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_005v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 5 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_006r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 6 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_006v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 6 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_007r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 7 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_007v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 7 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_008r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 8 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_008v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 8 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_009r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 9 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_009v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 9 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_010r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 10 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_010v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 10 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_011r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 11 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_011v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 11 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_012r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 12 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_012v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 12 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_013r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 13 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_013v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 13 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_014r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 14 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_014v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 14 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_015r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 15 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_015v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 15 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_016r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 16 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_016v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 16 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_017r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 17 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_017v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 17 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_018r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 18 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_018v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 18 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_019r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 19 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_019v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 19 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_020r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 20 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_020v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 20 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_021r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 21 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_021v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 21 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_022r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 22 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_022v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 22 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_023r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 23 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_023v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 23 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_024r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 24 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_024v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 24 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_025r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 25 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_025v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 25 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_026r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 26 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_026v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 26 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_027r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 27 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_027v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 27 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_028r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 28 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_028v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 28 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_029r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 29 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_029v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 29 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_030r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 30 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_030v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 30 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_031r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 31 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_031v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 31 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_032r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 32 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_032v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 32 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_033r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 33 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_033v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 33 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_034r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 34 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_034v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 34 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_035r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 35 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_035v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 35 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_036r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 36 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_036v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 36 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_037r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 37 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_037v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 37 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_038r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 38 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_038v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 38 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_039r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 39 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_039v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 39 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_040r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 40 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_040v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 40 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_041r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 41 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_041v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 41 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_042r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 42 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_042v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 42 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_043r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 43 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_043v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 43 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_044r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 44 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_044v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 44 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_045r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 45 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_045v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 45 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_046r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 46 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_046v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 46 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_047r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 47 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_047v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 47 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_048r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 48 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_048v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 48 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_049r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 49 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_049v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 49 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_050r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 50 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_050v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 50 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_051r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 51 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_051v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 51 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_052r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 52 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_052v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 52 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_053r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 53 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_053v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 53 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_054r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 54 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_054v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 54 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_055r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 55 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_055v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 55 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_056r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 56 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_056v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 56 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_057r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 57 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_057v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 57 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_058r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 58 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_058v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 58 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_059r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 59 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_059v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 59 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_060bisr.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 60bis recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_060bisv.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 60bis verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_060r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 60 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_060v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 60 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_061r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 61 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_061v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 61 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_062r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 62 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_062v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 62 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_063r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 63 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_063v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 63 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_064r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 64 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_064v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 64 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_065r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 65 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_065v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 65 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_066r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 66 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_066v.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 66 verso",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
urn:cite:hmt:e3img.E3_067r.v1,"Composite RGB image of manuscript E3, Escorialensis 291 (Υ.i.1): overview of folio 67 recto",Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
